task,"('google/gemma-3-270m-it', 'Base')","('google/gemma-3-270m-it', 'Best Skip Layer')","('google/gemma-3-270m-it', 'Performance')","('google/gemma-3-270m-it', 'Candidate Count')","('google/gemma-3-1b-it', 'Base')","('google/gemma-3-1b-it', 'Best Skip Layer')","('google/gemma-3-1b-it', 'Performance')","('google/gemma-3-1b-it', 'Candidate Count')","('meta-llama/Llama-3.2-1B-Instruct', 'Base')","('meta-llama/Llama-3.2-1B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-1B-Instruct', 'Performance')","('meta-llama/Llama-3.2-1B-Instruct', 'Candidate Count')","('meta-llama/Llama-3.2-3B-Instruct', 'Base')","('meta-llama/Llama-3.2-3B-Instruct', 'Best Skip Layer')","('meta-llama/Llama-3.2-3B-Instruct', 'Performance')","('meta-llama/Llama-3.2-3B-Instruct', 'Candidate Count')","('Qwen/Qwen3-1.7B', 'Base')","('Qwen/Qwen3-1.7B', 'Best Skip Layer')","('Qwen/Qwen3-1.7B', 'Performance')","('Qwen/Qwen3-1.7B', 'Candidate Count')","('Qwen/Qwen3-4B', 'Base')","('Qwen/Qwen3-4B', 'Best Skip Layer')","('Qwen/Qwen3-4B', 'Performance')","('Qwen/Qwen3-4B', 'Candidate Count')","('Qwen/Qwen3-8B', 'Base')","('Qwen/Qwen3-8B', 'Best Skip Layer')","('Qwen/Qwen3-8B', 'Performance')","('Qwen/Qwen3-8B', 'Candidate Count')","('allenai/OLMo-2-0425-1B-Instruct', 'Base')","('allenai/OLMo-2-0425-1B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-0425-1B-Instruct', 'Performance')","('allenai/OLMo-2-0425-1B-Instruct', 'Candidate Count')","('allenai/OLMo-2-1124-7B-Instruct', 'Base')","('allenai/OLMo-2-1124-7B-Instruct', 'Best Skip Layer')","('allenai/OLMo-2-1124-7B-Instruct', 'Performance')","('allenai/OLMo-2-1124-7B-Instruct', 'Candidate Count')"
global_mmlu_full_sw_machine_learning,,,,,20.54%,0,+16.96%,24,32.14%,6,+1.79%,2,26.79%,6,+10.71%,17,26.79%,13,+6.25%,5,22.32%,9,+11.61%,34,31.25%,13,+4.46%,10,23.21%,0,+5.36%,13,25.00%,0,+6.25%,15
global_mmlu_full_zh_formal_logic,,,,,32.54%,2,+3.17%,5,34.13%,15,-1.59%,0,34.92%,26,+3.97%,4,41.27%,17,+7.14%,3,57.94%,24,+3.17%,10,55.56%,3,+6.35%,10,27.78%,12,+3.17%,3,29.37%,25,+6.35%,11
global_mmlu_full_zh_high_school_european_history,,,,,46.06%,24,+1.21%,1,46.06%,15,+0.61%,1,64.24%,19,+1.82%,1,67.27%,26,-0.61%,0,77.58%,28,0.00%,0,79.39%,25,+0.61%,3,35.15%,11,+1.21%,1,48.48%,16,+3.64%,11
global_mmlu_full_zh_high_school_us_history,,,,,30.88%,20,+6.37%,8,36.27%,14,+0.49%,1,58.33%,24,0.00%,0,57.35%,20,+0.98%,7,72.06%,25,+1.47%,6,84.31%,28,+0.49%,2,26.96%,15,+2.45%,2,37.25%,15,+3.43%,10
global_mmlu_full_zh_high_school_world_history,,,,,37.55%,15,+8.02%,9,46.84%,14,+2.95%,3,67.51%,24,+1.69%,3,66.24%,26,+0.84%,5,77.64%,32,+1.27%,3,79.32%,21,+2.95%,13,32.49%,12,+2.11%,3,53.16%,24,+2.95%,6
global_mmlu_full_zh_international_law,,,,,38.02%,1,+11.57%,7,56.20%,11,0.00%,0,72.73%,16,+1.65%,4,63.64%,16,+1.65%,5,74.38%,28,+3.31%,8,84.30%,26,0.00%,0,34.71%,15,+3.31%,1,63.64%,19,+0.83%,3
global_mmlu_full_zh_jurisprudence,,,,,37.04%,25,+1.85%,3,53.70%,15,-1.85%,0,62.96%,24,+4.63%,6,50.00%,7,+4.63%,12,63.89%,17,+5.56%,7,75.00%,19,+1.85%,6,28.70%,11,+3.70%,7,47.22%,23,+2.78%,5
global_mmlu_full_zh_logical_fallacies,,,,,38.65%,20,+3.68%,5,39.26%,15,+0.61%,1,45.40%,21,+6.13%,7,52.76%,18,+1.84%,3,66.26%,33,+3.07%,4,69.94%,14,+4.29%,10,33.13%,12,+1.84%,1,35.58%,25,+3.07%,11
global_mmlu_full_zh_moral_disputes,,,,,34.39%,20,+4.62%,8,43.35%,15,0.00%,0,54.62%,16,+0.58%,3,51.45%,16,+1.73%,2,58.38%,31,+0.87%,2,63.29%,27,+0.87%,2,36.71%,11,-0.87%,0,45.66%,19,+0.29%,2
global_mmlu_full_zh_moral_scenarios,,,,,26.59%,5,+1.79%,6,23.35%,5,+3.91%,14,32.40%,18,+5.59%,7,26.37%,24,+3.02%,7,25.14%,20,+6.59%,21,39.11%,29,+1.23%,7,24.36%,11,+3.46%,6,24.25%,9,+1.90%,13
global_mmlu_full_zh_philosophy,,,,,36.66%,15,+3.54%,5,41.16%,15,+2.25%,2,49.20%,22,+1.61%,6,52.41%,16,+1.61%,4,63.67%,28,+0.96%,4,66.24%,32,+1.93%,5,29.58%,12,+2.89%,5,44.05%,25,+1.29%,2
global_mmlu_full_zh_prehistory,,,,,39.51%,20,+2.78%,5,38.89%,11,-0.31%,0,49.07%,17,+0.62%,1,49.38%,16,+1.85%,6,61.11%,32,+0.62%,1,69.75%,32,+1.54%,9,31.17%,13,0.00%,0,37.35%,23,0.00%,0
global_mmlu_full_zh_professional_law,,,,,26.79%,16,+1.50%,7,31.49%,11,+1.30%,1,36.57%,22,+0.20%,3,34.75%,23,0.00%,0,41.85%,28,+0.33%,4,45.24%,35,+0.26%,3,27.64%,11,+1.11%,2,32.01%,14,+2.28%,11
global_mmlu_full_zh_world_religions,,,,,35.09%,17,+6.43%,14,43.86%,15,-0.58%,0,61.40%,19,+1.17%,2,65.50%,16,+3.51%,8,77.19%,26,0.00%,0,81.29%,24,+1.17%,2,35.67%,15,+4.68%,2,48.54%,25,+0.58%,1
global_mmlu_full_zh_business_ethics,,,,,48.00%,17,0.00%,0,37.00%,11,+8.00%,5,48.00%,7,+7.00%,13,62.00%,23,+1.00%,1,63.00%,28,+2.00%,8,68.00%,29,+2.00%,8,38.00%,11,-1.00%,0,43.00%,21,+4.00%,14
global_mmlu_full_zh_clinical_knowledge,,,,,40.38%,22,+1.13%,4,47.17%,11,-1.13%,0,54.72%,20,+1.51%,3,57.74%,26,+0.75%,1,70.94%,35,0.00%,0,73.58%,28,+2.64%,10,28.30%,12,+1.89%,3,39.62%,14,+2.26%,9
global_mmlu_full_zh_college_medicine,,,,,36.99%,22,+3.47%,6,41.04%,15,+1.16%,1,49.13%,22,+0.58%,1,53.18%,25,+1.73%,2,66.47%,27,+1.16%,5,72.83%,20,+2.31%,9,27.75%,8,+5.20%,4,30.64%,17,+5.78%,12
global_mmlu_full_zh_global_facts,,,,,23.00%,20,+13.00%,12,32.00%,2,+4.00%,8,32.00%,11,+4.00%,6,32.00%,14,+5.00%,8,41.00%,23,+1.00%,2,45.00%,28,+1.00%,1,22.00%,6,+11.00%,11,29.00%,18,+12.00%,21
global_mmlu_full_zh_human_aging,,,,,35.43%,17,+2.69%,6,42.15%,15,-1.79%,0,52.47%,12,+4.04%,10,48.88%,24,+2.24%,5,59.19%,29,+1.35%,1,66.82%,22,+2.24%,8,41.70%,11,-0.90%,0,48.88%,24,-0.45%,0
global_mmlu_full_zh_management,,,,,47.57%,18,+0.97%,2,45.63%,15,+1.94%,1,56.31%,23,+0.97%,1,65.05%,11,+2.91%,5,76.70%,21,+2.91%,2,80.58%,35,+2.91%,11,27.18%,2,+6.80%,4,41.75%,13,+7.77%,9
global_mmlu_full_zh_marketing,,,,,52.99%,15,+3.42%,5,56.84%,15,-0.85%,0,69.66%,19,+0.85%,4,74.79%,25,+1.71%,6,79.49%,7,+2.14%,12,87.18%,27,+1.28%,2,45.30%,12,-0.85%,0,58.55%,19,+0.85%,4
global_mmlu_full_zh_medical_genetics,,,,,35.00%,20,+3.00%,4,30.00%,11,+10.00%,8,56.00%,17,+1.00%,1,56.00%,18,0.00%,0,70.00%,27,0.00%,0,75.00%,19,+2.00%,3,31.00%,14,+4.00%,2,35.00%,11,+6.00%,18
global_mmlu_full_zh_miscellaneous,,,,,40.36%,20,+2.04%,3,44.96%,15,+0.13%,1,58.49%,16,+1.53%,3,60.28%,16,+0.64%,2,70.88%,31,+0.89%,11,76.88%,22,+1.02%,4,31.03%,12,+3.45%,4,44.83%,27,+0.77%,3
global_mmlu_full_zh_nutrition,,,,,45.10%,15,+2.61%,4,49.67%,15,+0.98%,1,64.05%,23,0.00%,0,57.84%,25,+1.31%,3,69.28%,27,+0.98%,4,78.76%,22,0.00%,0,37.25%,15,+2.29%,2,43.46%,19,+1.96%,8
global_mmlu_full_zh_professional_accounting,,,,,28.37%,20,+3.90%,2,34.75%,15,+2.13%,1,41.84%,16,+0.71%,3,42.91%,5,0.00%,0,46.10%,26,+0.71%,3,50.35%,25,+2.13%,13,27.66%,8,-1.42%,0,37.23%,31,+0.35%,1
global_mmlu_full_zh_professional_medicine,,,,,27.57%,13,+14.71%,4,36.40%,13,+6.62%,2,48.90%,20,+2.57%,6,51.84%,26,+1.10%,2,68.75%,31,+1.84%,4,75.00%,22,+2.21%,6,21.69%,8,+8.46%,7,29.78%,15,+3.68%,13
global_mmlu_full_zh_virology,,,,,39.76%,17,+2.41%,2,40.36%,12,+1.81%,1,45.78%,23,+0.60%,2,45.78%,20,0.00%,0,45.18%,14,+3.61%,6,53.61%,26,+1.81%,3,34.34%,14,+3.61%,2,32.53%,5,+6.63%,19
global_mmlu_full_zh_econometrics,,,,,21.93%,3,+8.77%,13,25.44%,11,+3.51%,6,28.07%,12,+6.14%,18,41.23%,17,+1.75%,3,50.88%,22,+1.75%,6,60.53%,25,+4.39%,10,20.18%,5,+8.77%,13,27.19%,7,+3.51%,13
global_mmlu_full_zh_high_school_geography,,,,,44.95%,19,+0.51%,2,43.94%,15,+2.53%,1,60.10%,20,+3.03%,4,67.17%,26,+2.02%,4,75.25%,28,+1.52%,3,78.28%,16,+1.52%,8,32.32%,11,-2.53%,0,43.43%,25,+2.53%,7
global_mmlu_full_zh_high_school_government_and_politics,,,,,38.86%,18,+2.59%,8,37.82%,15,+1.55%,1,54.40%,21,+1.55%,4,56.99%,27,0.00%,0,74.09%,19,+0.52%,2,83.94%,26,0.00%,0,28.50%,15,+5.70%,3,40.41%,25,-0.52%,0
global_mmlu_full_zh_high_school_macroeconomics,,,,,35.90%,18,+2.05%,5,37.18%,13,+0.26%,1,46.41%,19,+1.03%,3,52.05%,26,+2.31%,5,70.26%,35,+1.28%,5,75.64%,28,+1.28%,5,26.41%,15,+5.38%,5,30.00%,7,+4.36%,22
global_mmlu_full_zh_high_school_microeconomics,,,,,39.50%,15,+2.94%,4,39.92%,15,+1.26%,1,46.64%,26,+4.20%,8,59.24%,26,+1.68%,1,78.15%,35,+0.84%,2,83.19%,32,0.00%,0,31.93%,15,+5.46%,3,37.82%,15,+0.84%,4
global_mmlu_full_zh_high_school_psychology,,,,,43.67%,20,+0.73%,3,42.20%,15,+0.18%,1,60.00%,19,+2.02%,4,68.07%,26,+1.83%,4,79.27%,35,+0.92%,5,82.20%,21,+1.10%,7,25.69%,8,+6.79%,6,39.63%,19,+1.65%,5
global_mmlu_full_zh_human_sexuality,,,,,38.17%,11,+0.76%,3,47.33%,14,+4.58%,2,64.12%,19,0.00%,0,57.25%,18,+2.29%,4,71.76%,30,+0.76%,1,72.52%,2,+3.82%,14,35.88%,12,+4.58%,3,41.98%,13,+4.58%,9
global_mmlu_full_zh_professional_psychology,,,,,33.50%,20,+0.98%,4,36.11%,11,-0.49%,0,47.22%,22,0.00%,0,47.22%,16,+1.80%,4,61.93%,33,+0.16%,1,67.48%,26,0.00%,0,31.37%,11,-1.14%,0,36.27%,21,+1.63%,12
global_mmlu_full_zh_public_relations,,,,,39.09%,19,0.00%,0,43.64%,11,+1.82%,2,51.82%,24,+2.73%,4,51.82%,23,+1.82%,4,58.18%,25,+0.91%,1,60.00%,9,+3.64%,12,33.64%,3,+2.73%,6,37.27%,10,+9.09%,15
global_mmlu_full_zh_security_studies,,,,,44.49%,15,+1.22%,4,48.57%,14,-0.41%,0,60.82%,22,+0.82%,2,61.63%,26,+1.63%,3,67.76%,34,+0.82%,3,69.39%,7,+2.86%,11,28.98%,4,+6.94%,4,53.47%,23,+0.82%,2
global_mmlu_full_zh_sociology,,,,,53.23%,15,+1.00%,3,58.21%,15,+1.00%,1,67.16%,19,+1.99%,3,67.66%,25,+0.50%,1,77.11%,27,+1.00%,2,77.61%,19,+2.99%,7,43.28%,14,+1.99%,2,58.71%,19,+1.00%,5
global_mmlu_full_zh_us_foreign_policy,,,,,47.00%,15,+7.00%,4,56.00%,15,+2.00%,1,67.00%,21,+3.00%,6,65.00%,20,0.00%,0,73.00%,34,+1.00%,1,81.00%,28,+3.00%,5,46.00%,15,+5.00%,2,58.00%,24,+2.00%,5
global_mmlu_full_zh_abstract_algebra,,,,,21.00%,0,+13.00%,16,25.00%,1,+5.00%,11,29.00%,15,+9.00%,17,30.00%,12,+6.00%,11,46.00%,26,+5.00%,3,51.00%,28,+4.00%,12,32.00%,13,+5.00%,3,31.00%,10,+7.00%,7
global_mmlu_full_zh_anatomy,,,,,34.81%,16,+6.67%,7,41.48%,15,+1.48%,1,51.85%,15,+2.22%,1,52.59%,14,+0.74%,2,54.81%,19,+2.96%,5,69.63%,2,+2.96%,4,33.33%,12,0.00%,0,32.59%,11,+5.19%,16
global_mmlu_full_zh_astronomy,,,,,38.82%,18,+2.63%,2,45.39%,14,-0.66%,0,54.61%,13,+2.63%,5,59.21%,17,+0.66%,2,73.68%,34,+3.29%,13,80.92%,21,+3.95%,19,26.32%,11,+3.95%,4,35.53%,1,+3.95%,12
global_mmlu_full_zh_college_biology,,,,,40.28%,23,0.00%,0,34.72%,12,-0.69%,0,47.22%,13,+5.56%,10,54.86%,12,+0.69%,3,75.69%,29,+2.08%,2,84.72%,25,+1.39%,3,31.25%,15,+2.08%,2,31.94%,31,+2.78%,12
global_mmlu_full_zh_college_chemistry,,,,,33.00%,22,+4.00%,4,31.00%,12,+3.00%,4,40.00%,9,+4.00%,8,39.00%,18,+4.00%,10,57.00%,26,+1.00%,1,53.00%,17,+5.00%,9,27.00%,8,+15.00%,5,26.00%,1,+7.00%,25
global_mmlu_full_zh_college_computer_science,,,,,41.00%,22,+1.00%,1,27.00%,3,+9.00%,9,36.00%,17,+5.00%,6,45.00%,21,+8.00%,5,60.00%,2,+2.00%,4,64.00%,20,+2.00%,6,28.00%,8,+4.00%,2,35.00%,12,+7.00%,16
global_mmlu_full_zh_college_mathematics,,,,,32.00%,23,+1.00%,1,25.00%,11,+3.00%,6,27.00%,3,+7.00%,16,37.00%,14,+5.00%,7,49.00%,26,+3.00%,8,57.00%,22,+5.00%,6,34.00%,14,+2.00%,1,41.00%,31,+1.00%,1
global_mmlu_full_zh_college_physics,,,,,20.59%,0,+9.80%,13,32.35%,13,+0.98%,2,36.27%,20,+3.92%,6,35.29%,18,+6.86%,4,55.88%,21,+2.94%,4,50.98%,7,+6.86%,11,21.57%,14,+11.76%,5,13.73%,1,+12.75%,29
global_mmlu_full_zh_computer_security,,,,,38.00%,25,+7.00%,7,45.00%,11,+2.00%,2,60.00%,25,+6.00%,8,63.00%,9,+5.00%,9,73.00%,23,+3.00%,5,82.00%,26,+2.00%,2,37.00%,12,+2.00%,1,55.00%,8,+4.00%,8
global_mmlu_full_zh_conceptual_physics,,,,,35.32%,19,+2.55%,1,35.32%,14,+1.28%,2,42.13%,13,+4.26%,5,52.34%,19,+3.40%,3,74.47%,25,+1.28%,4,75.74%,26,+1.28%,4,34.89%,13,+2.55%,1,30.64%,5,+3.40%,13
global_mmlu_full_zh_electrical_engineering,,,,,40.69%,18,+4.83%,5,46.21%,15,-2.76%,0,52.41%,16,+2.07%,3,55.17%,20,+6.21%,2,65.52%,31,+2.76%,3,73.10%,28,+0.69%,1,33.10%,13,+3.45%,4,43.45%,7,+2.07%,6
global_mmlu_full_zh_elementary_mathematics,,,,,25.40%,11,+2.65%,8,29.37%,12,+0.53%,1,37.30%,13,+1.32%,4,48.94%,18,+3.17%,4,57.94%,31,+1.85%,1,67.46%,32,0.00%,0,29.63%,15,+1.06%,1,33.60%,27,+2.12%,5
global_mmlu_full_zh_high_school_biology,,,,,38.06%,20,+1.29%,1,40.97%,15,+0.97%,1,57.10%,18,+0.97%,4,67.10%,26,+1.94%,5,80.97%,26,+0.65%,1,86.45%,31,+0.65%,2,30.97%,12,+8.71%,3,40.32%,13,+2.58%,3
global_mmlu_full_zh_high_school_chemistry,,,,,29.56%,20,+4.93%,4,38.92%,11,+2.46%,2,44.33%,24,+2.96%,3,52.22%,26,+0.99%,1,67.00%,22,+0.49%,4,66.50%,23,+2.46%,17,26.11%,8,+3.45%,11,33.50%,28,+3.94%,17
global_mmlu_full_zh_high_school_computer_science,,,,,31.00%,16,+6.00%,3,36.00%,11,0.00%,0,55.00%,17,+3.00%,2,60.00%,25,+4.00%,6,78.00%,3,+2.00%,10,81.00%,17,+5.00%,10,30.00%,12,+2.00%,2,52.00%,16,+2.00%,5
global_mmlu_full_zh_high_school_mathematics,,,,,23.70%,22,+3.70%,10,27.78%,7,+3.33%,4,35.93%,22,+2.96%,6,36.30%,19,+2.22%,8,43.70%,19,+6.30%,10,55.56%,27,-0.37%,0,24.07%,4,+7.04%,14,30.37%,27,+1.11%,3
global_mmlu_full_zh_high_school_physics,,,,,25.83%,19,+4.64%,5,30.46%,15,+1.99%,2,34.44%,2,+3.31%,10,44.37%,18,+3.31%,4,60.93%,25,+0.66%,2,68.87%,33,0.00%,0,27.81%,8,+5.96%,6,32.45%,27,+1.99%,5
global_mmlu_full_zh_high_school_statistics,,,,,36.11%,22,+3.70%,3,33.33%,10,+2.31%,1,40.28%,20,+4.63%,6,53.70%,18,+8.33%,5,68.06%,3,+0.93%,5,74.07%,22,+0.93%,4,21.30%,8,+15.74%,5,37.04%,19,+9.26%,13
global_mmlu_full_zh_machine_learning,,,,,30.36%,10,+9.82%,13,25.89%,6,+8.93%,11,36.61%,8,+7.14%,12,42.86%,22,+5.36%,8,54.46%,29,+4.46%,12,50.00%,21,+4.46%,6,28.57%,1,+4.46%,4,25.00%,7,+13.39%,25
toxigen,44.89%,5,+11.28%,16,43.40%,23,+12.02%,17,40.74%,0,+16.06%,13,53.72%,16,+3.83%,11,42.02%,2,+6.17%,12,39.36%,6,+17.66%,18,51.70%,22,+6.38%,13,52.77%,6,+4.36%,4,57.55%,16,+6.91%,13
hellaswag,33.58%,16,-0.71%,0,43.39%,24,-0.22%,0,45.68%,15,-1.51%,0,53.23%,22,-0.66%,0,46.12%,24,-1.42%,0,52.23%,2,-0.76%,0,57.11%,2,-0.36%,0,52.92%,15,-2.76%,0,64.34%,27,-0.77%,0
anli_r1,34.30%,9,+1.40%,3,32.40%,0,+2.50%,12,33.80%,8,+2.80%,5,44.00%,15,+1.50%,12,41.30%,16,+3.60%,6,54.80%,26,+1.80%,4,66.70%,28,-0.40%,0,37.10%,11,-0.20%,0,55.30%,22,+1.40%,3
anli_r2,34.20%,11,+0.30%,1,35.20%,17,+0.60%,9,34.00%,14,+1.30%,7,40.10%,16,+1.90%,9,41.00%,22,-0.10%,0,46.10%,25,+2.60%,11,54.30%,24,0.00%,0,37.00%,11,-0.30%,0,47.10%,15,+1.60%,5
anli_r3,32.67%,1,+2.42%,16,35.83%,21,+0.17%,4,36.75%,12,+1.42%,2,42.42%,15,+3.17%,,42.75%,25,+0.67%,1,51.17%,25,+1.50%,8,55.50%,31,+1.17%,4,38.58%,13,-0.33%,0,46.58%,21,+2.42%,9
bbh_cot_fewshot_boolean_expressions,,,,,81.60%,21,2.40%,1,74.80%,15,-7.20%,0,,,,,90.40%,27,2.40%,3,96.40%,21,2.80%,8,98.00%,28,0.80%,3,,,,,,,,
bbh_cot_fewshot_causal_judgement,,,,,51.87%,19,1.60%,3,48.66%,4,3.74%,6,,,,,49.73%,23,4.28%,4,34.22%,14,28.34%,27,55.61%,22,6.42%,20,,,,,,,,
bbh_cot_fewshot_date_understanding,,,,,26.40%,20,0.40%,1,56.00%,12,-12.40%,0,,,,,64.40%,26,2.40%,1,78.00%,8,2.80%,2,84.40%,16,2.00%,3,,,,,,,,
bbh_cot_fewshot_disambiguation_qa,,,,,37.60%,25,8.00%,9,46.00%,12,-2.40%,0,,,,,29.60%,8,12.40%,18,59.20%,9,5.60%,6,58.80%,23,9.60%,17,,,,,,,,
bbh_cot_fewshot_dyck_languages,,,,,9.20%,20,6.00%,2,2.80%,14,-2.40%,0,,,,,5.60%,21,-1.20%,0,40.00%,32,-0.80%,0,44.00%,31,8.80%,3,,,,,,,,
bbh_cot_fewshot_formal_fallacies,,,,,47.60%,1,4.00%,2,52.40%,4,-3.20%,0,,,,,15.20%,12,29.60%,17,65.20%,31,9.20%,5,68.80%,10,11.60%,13,,,,,,,,
bbh_cot_fewshot_geometric_shapes,,,,,9.20%,25,4.40%,11,22.80%,13,-2.40%,0,,,,,29.60%,13,13.60%,13,48.40%,15,8.40%,7,60.40%,16,13.60%,7,,,,,,,,
bbh_cot_fewshot_hyperbaton,,,,,52.40%,13,4.40%,4,56.80%,12,0.00%,0,,,,,69.20%,3,-0.40%,0,95.20%,13,2.00%,5,94.80%,19,3.60%,7,,,,,,,,
bbh_cot_fewshot_logical_deduction_five_objects,,,,,22.40%,21,2.40%,5,25.20%,12,-4.80%,0,,,,,9.20%,9,25.60%,15,62.00%,28,0.80%,2,68.00%,28,5.20%,6,,,,,,,,
bbh_cot_fewshot_logical_deduction_seven_objects,,,,,18.00%,19,-0.80%,0,13.20%,7,2.40%,2,,,,,0.00%,8,30.00%,17,32.40%,3,5.20%,4,41.20%,28,6.40%,3,,,,,,,,
bbh_cot_fewshot_logical_deduction_three_objects,,,,,40.40%,20,1.60%,1,34.00%,12,2.00%,2,,,,,78.40%,23,0.80%,1,91.60%,28,4.00%,17,97.60%,28,1.60%,2,,,,,,,,
bbh_cot_fewshot_movie_recommendation,,,,,30.40%,14,2.00%,3,44.80%,12,-8.40%,0,,,,,57.20%,14,14.80%,4,70.80%,16,5.60%,3,76.00%,11,6.00%,8,,,,,,,,
bbh_cot_fewshot_multistep_arithmetic_two,,,,,64.80%,25,-6.80%,0,25.60%,15,-8.80%,0,,,,,96.40%,7,-6.80%,0,99.20%,4,0.00%,0,98.40%,3,0.80%,3,,,,,,,,
bbh_cot_fewshot_navigate,,,,,74.40%,23,0.80%,1,61.20%,12,3.20%,2,,,,,88.40%,25,2.40%,1,92.80%,7,4.00%,5,96.00%,2,1.60%,1,,,,,,,,
bbh_cot_fewshot_object_counting,,,,,59.60%,25,-3.60%,0,54.40%,15,-6.40%,0,,,,,75.20%,26,-5.20%,0,84.80%,26,3.60%,4,89.60%,26,3.20%,2,,,,,,,,
bbh_cot_fewshot_penguins_in_a_table,,,,,17.81%,24,10.27%,13,39.73%,12,-12.33%,0,,,,,58.22%,27,-2.74%,0,78.08%,2,8.90%,7,89.04%,31,2.74%,4,,,,,,,,
bbh_cot_fewshot_reasoning_about_colored_objects,,,,,17.20%,21,3.60%,5,32.40%,12,-1.20%,0,,,,,59.20%,23,6.40%,7,86.80%,3,2.40%,3,85.20%,32,7.20%,8,,,,,,,,
bbh_cot_fewshot_ruin_names,,,,,35.60%,21,6.40%,5,46.40%,11,-12.40%,0,,,,,50.00%,10,7.60%,4,76.40%,31,0.00%,0,80.00%,9,5.20%,6,,,,,,,,
bbh_cot_fewshot_salient_translation_error_detection,,,,,12.80%,8,8.80%,4,21.60%,2,-1.60%,0,,,,,6.00%,7,36.40%,24,60.40%,5,3.20%,3,60.80%,27,2.80%,7,,,,,,,,
bbh_cot_fewshot_snarks,,,,,51.12%,24,1.69%,2,44.38%,13,3.93%,8,,,,,44.94%,9,10.67%,7,65.17%,24,3.93%,9,70.79%,34,-1.12%,0,,,,,,,,
bbh_cot_fewshot_sports_understanding,,,,,59.60%,21,4.80%,7,70.00%,13,5.60%,4,,,,,76.80%,21,-2.00%,0,84.40%,21,0.80%,1,86.40%,32,2.40%,9,,,,,,,,
bbh_cot_fewshot_temporal_sequences,,,,,28.80%,9,2.80%,7,21.60%,10,8.40%,12,,,,,29.20%,12,11.60%,3,88.00%,26,2.80%,1,93.60%,24,0.00%,0,,,,,,,,
bbh_cot_fewshot_tracking_shuffled_objects_five_objects,,,,,22.00%,20,2.80%,4,18.00%,3,-1.20%,0,,,,,18.80%,24,42.80%,15,98.80%,28,0.80%,1,96.40%,32,0.40%,2,,,,,,,,
bbh_cot_fewshot_tracking_shuffled_objects_seven_objects,,,,,16.80%,19,0.80%,2,12.40%,4,-0.80%,0,,,,,0.00%,7,24.00%,18,89.20%,32,4.80%,5,90.40%,27,4.00%,6,,,,,,,,
bbh_cot_fewshot_tracking_shuffled_objects_three_objects,,,,,50.00%,20,2.80%,4,35.60%,13,-3.20%,0,,,,,82.40%,24,2.40%,2,99.60%,31,0.00%,0,99.60%,32,0.00%,0,,,,,,,,
bbh_cot_fewshot_web_of_lies,,,,,83.20%,19,0.80%,1,63.20%,2,-10.80%,0,,,,,100.00%,24,0.00%,0,100.00%,1,0.00%,0,100.00%,24,0.00%,0,,,,,,,,
bbh_cot_fewshot_word_sorting,,,,,3.60%,20,0.80%,2,7.60%,12,-3.20%,0,,,,,18.40%,7,-0.40%,0,49.20%,2,1.60%,1,61.60%,4,-2.80%,0,,,,,,,,
bbh,,,,,37.98%,24,-1.04%,0,38.01%,12,-6.39%,0,,,,,48.10%,7,-0.26%,0,75.50%,31,-0.69%,0,79.63%,31,0.06%,1,,,,,,,,
gsm8k,,,,,25.78%,25,-0.45%,0,33.51%,15,-11.22%,0,,,,,69.60%,26,-4.62%,0,84.31%,32,-0.53%,0,88.40%,32,-0.99%,0,,,,,,,,
humaneval_instruct,,,,,0.61%,24,2.44%,11,34.15%,15,-19.51%,0,,,,,53.05%,27,-7.93%,0,35.98%,14,30.49%,23,78.05%,2,2.44%,1,,,,,,,,
ifeval,,,,,48.43%,20,2.40%,1,47.87%,12,-9.98%,0,,,,,21.44%,27,2.96%,1,27.91%,33,4.25%,7,28.10%,34,17.93%,6,,,,,,,,
squadv2,,,,,31.33%,16,4.33%,7,22.46%,12,-5.31%,0,,,,,23.07%,22,1.39%,6,26.55%,5,3.71%,5,25.98%,1,2.50%,8,,,,,,,,
,,,+7.82%,,,,+3.73%,,,,+1.85%,,,,+3.05%,,,,+3.60%,,,,+2.86%,,,,+2.49%,,,,+4.12%,,,,+3.59%,
